Price,Close,High,Low,Open,Volume
Ticker,RSP,RSP,RSP,RSP,RSP
Date,,,,,
2022-04-11,147.49917602539062,149.07508630443508,147.32830151806817,148.21118211083592,1553500
2022-04-12,147.00552368164062,149.30292816412157,146.5308529748685,148.03079966076402,2301400
2022-04-13,148.66688537597656,148.84724809373012,147.1384449745364,147.1384449745364,1957000
2022-04-14,147.65109252929688,149.55926386113975,147.60362255385942,148.85676037355518,1735500
2022-04-18,147.33778381347656,148.13522712062763,146.673247724184,147.33778381347656,1922500
2022-04-19,149.94850158691406,150.1953396717936,147.432752161971,147.432752161971,2264000
2022-04-20,150.9073028564453,151.67626700921937,150.36617134994566,150.5845157978916,2557200
2022-04-21,148.7238311767578,152.3503078890964,148.42003496745167,152.13196341728298,2620800
2022-04-22,144.67013549804688,148.2491566353236,144.5562191653994,148.163719385838,3873000
2022-04-25,145.10684204101562,145.27771654366654,141.84110523399326,143.82522532793166,3456600
2022-04-26,141.6322479248047,144.49926305216985,141.57528975767167,144.24293681427088,2998400
2022-04-27,141.89808654785156,143.37905708893638,141.04368492362659,141.95504472469284,3588900
2022-04-28,144.36636352539062,144.97394148351503,141.19555202330892,143.10373763873494,4006200
2022-04-29,139.9804229736328,144.55625666603353,139.73359936026583,143.74931047164296,4108000
2022-05-02,140.36013793945312,141.29048849622723,137.40768547654892,140.1228025790454,5308800
2022-05-03,141.5183563232422,142.42971612824664,140.42660481445606,140.6164702333484,2430400
2022-05-04,145.45811462402344,145.68596181275154,140.66393686066365,141.73669745627993,2935800
2022-05-05,141.08163452148438,144.4422969059236,139.72406870519154,144.21446422712836,5450600
2022-05-06,139.79052734375,140.70190150188267,137.8538771756942,140.2841889496469,3421500
2022-05-09,135.6419219970703,138.38551843034165,135.11029305974193,137.91084766689815,4993600
2022-05-10,135.2906494140625,137.96779934706365,133.53437636346519,137.39818866342043,5322100
2022-05-11,133.54388427734375,137.53111619404305,133.40148882831303,135.27169298320212,3826000
2022-05-12,134.11343383789062,135.0437841471696,131.84450897541223,132.90776647173107,4555100
2022-05-13,137.17984008789062,137.7399480690967,135.26216629499757,135.36659443435812,2373400
2022-05-16,136.69569396972656,137.77794274914243,135.72736153999585,136.72417305714785,2105600
2022-05-17,139.59115600585938,139.61964957539232,137.60703591489582,138.63232638666562,5057700
2022-05-18,134.34127807617188,138.21459220106593,133.86660744055933,138.18611312179303,2108300
2022-05-19,134.0375213623047,135.54697078804887,132.79388638313932,133.09766811388616,2515000
2022-05-20,134.0375213623047,135.34761719601522,131.12303616372859,135.14824911818064,4302400
2022-05-23,135.9267120361328,136.3159455363712,134.01854079363554,135.35711581496147,2905500
2022-05-24,135.08177185058594,135.47100527356875,132.72740940161034,135.0058372914763,4026400
2022-05-25,136.63870239257812,137.15135486679344,134.58813595311796,134.65458231930123,1937100
2022-05-26,139.52471923828125,140.13229720937534,137.43617086800793,137.43617086800793,3162500
2022-05-27,142.7239990234375,142.7239990234375,140.26520799108303,140.29368707749626,3196700
2022-05-31,141.3854217529297,142.51514044855546,140.63544834639748,141.88858607170388,2746200
2022-06-01,139.8854522705078,142.2967729008248,138.72725467661877,142.0024794030955,2113400
2022-06-02,142.3442840576172,142.38225134846013,139.25892380915354,139.98041822159735,1872400
2022-06-03,140.66392517089844,141.6132666496674,140.39811071570725,141.0911259391842,1591900
2022-06-06,141.17657470703125,142.31578156039174,140.834811202443,141.80312906060882,2004800
2022-06-07,142.5246124267578,142.6670078258621,139.81898395738872,139.95189115848555,1581100
2022-06-08,140.5120391845703,142.13541962712338,140.2272483050019,141.86010246247042,1370300
2022-06-09,137.32223510742188,140.22723211586336,137.32223510742188,139.94242678337292,1182100
2022-06-10,133.58181762695312,135.28113214115035,133.58181762695312,135.17670402111824,2594700
2022-06-13,128.20855712890625,130.90468318965716,127.58198833729796,130.45849157919065,3705400
2022-06-14,127.54402923583984,129.22435316774158,126.41431059585337,128.91106875184443,3562600
2022-06-15,128.76869201660156,130.45851887912437,126.68963162761598,128.68325475053987,2899900
2022-06-16,124.21183013916016,126.12001569842224,123.33843775542557,126.12001569842224,2967400
2022-06-17,124.49662780761719,125.55988551617142,122.99666669116398,124.50611600651504,3359100
2022-06-21,126.64702606201172,127.19105951319423,126.02661966428923,126.35114643159481,1833300
2022-06-22,126.5802001953125,127.72556130974033,124.92899213022828,125.10080212294108,3062800
2022-06-23,127.63011932373047,127.86873381325826,125.97891113408255,127.1528903446749,2607900
2022-06-24,131.78204345703125,131.82975471332068,128.660961235849,128.70868705601396,2259500
2022-06-27,131.71519470214844,132.4596707244856,131.01844448921696,132.18288433212834,2063000
2022-06-28,129.7108154296875,133.56683328281468,129.59628514862047,132.4310261159969,1664200
2022-06-29,128.91867065429688,129.77767717269617,128.1837337932548,129.74904459300794,2203500
2022-06-30,128.1168670654297,129.28130675244086,126.46565914094481,127.45828884987269,1868600
2022-07-01,129.68222045898438,129.97810014677438,127.13381901927276,127.87829518980087,2679100
2022-07-05,129.3767852783203,129.39587851627354,126.42751354303732,127.92600503521534,1646500
2022-07-06,129.4053955078125,130.29303430707142,128.27912768502765,129.34813036771462,1318500
2022-07-07,131.28570556640625,131.5720458895488,130.21670266426565,130.2357959028415,1481400
2022-07-08,130.7989044189453,131.65792526865442,130.07352165676872,131.11387727411815,1120400
2022-07-11,129.59629821777344,130.31214167437355,129.37677696896702,129.84445203973408,1346600
2022-07-12,128.97593688964844,130.46488930136246,128.38416292211082,129.09046720935694,1622200
2022-07-13,128.2600860595703,129.06182738024916,126.75204049131723,127.23880888661331,1679700
2022-07-14,127.24834442138672,127.41060052973174,125.49213067603156,126.2175280590716,1818900
2022-07-15,129.66310119628906,129.7012731011402,127.76372488382363,128.7659085116458,1669400
2022-07-18,129.0999755859375,131.03752403699457,128.66093308976673,130.72256573333277,1122600
2022-07-19,132.8032989501953,133.07054605207662,130.45532562495254,130.45532562495254,1441400
2022-07-20,133.69091796875,134.01543014224762,132.39285471088849,132.64100850876238,2179800
2022-07-21,134.73129272460938,134.73129272460938,132.58376225729654,133.23278669675867,1331500
2022-07-22,133.9486083984375,135.50437932214274,133.10869541127164,134.9698852674361,1215400
2022-07-25,134.28268432617188,134.5499313731516,133.34731966174283,134.19678661047234,1571600
2022-07-26,133.23275756835938,133.87224253115184,132.9082454195757,133.86270319637697,903500
2022-07-27,135.81935119628906,136.31567334239088,133.7099929982593,133.93906811889184,2192800
2022-07-28,137.96690368652344,138.09097332027824,135.09397585074342,136.1438854525024,2438200
2022-07-29,139.19815063476562,139.5417560958644,137.64239400479255,137.94781299028412,1981900
2022-08-01,138.93089294433594,139.38902866950056,137.7855463494883,138.5013897917521,2047000
2022-08-02,137.94781494140625,139.59902321987866,137.67102852676862,138.41550460903358,1446900
2022-08-03,139.3794708251953,139.74216944821896,138.17685924487978,138.6636274779877,1772500
2022-08-04,139.08360290527344,139.52264537262153,138.87362100736908,139.20768708963638,1662700
2022-08-05,139.23634338378906,139.41769274141112,137.73783727196385,137.84282823880432,1454500
2022-08-08,139.62767028808594,140.97345971643685,139.3795164228643,139.99990836785588,1441500
2022-08-09,138.81634521484375,139.55128180112376,138.405920786293,139.4462908602266,1237700
2022-08-10,141.7847442626953,141.98517229463033,140.90664461660774,141.10707264854273,3283100
2022-08-11,142.4146728515625,144.02769450497814,142.1665044711354,142.7773569582395,3091600
2022-08-12,144.7148895263672,144.7339827605874,142.86323903150998,143.06368158114597,2342600
2022-08-15,145.02984619140625,145.20165615250062,143.77950892092454,143.8558672854255,2753200
2022-08-16,145.44984436035156,146.12751590336885,144.49538642385372,144.60991671579433,1361700
2022-08-17,144.08499145507812,144.89627204697328,143.29278953790487,144.1517959443524,1394100
2022-08-18,144.54310607910156,144.73399474549902,143.79863008544132,144.17086808227145,1148500
2022-08-19,142.63418579101562,143.7031739402402,142.2333152350564,143.56001108592304,997400
2022-08-22,139.65628051757812,141.0211482613616,139.29358187176328,141.0211482613616,2248300
2022-08-23,139.2936248779297,140.46760432569673,139.12181483754577,139.7231281330761,1557400
2022-08-24,139.99037170410156,140.46760076748114,139.0836393964554,139.3222539281452,878800
2022-08-25,142.1474151611328,142.1474151611328,140.372137359718,140.56302603648464,1779700
2022-08-26,137.5660400390625,142.3383301722278,137.50877488768432,142.3096975965387,1560500
2022-08-29,136.76425170898438,137.89051948582704,136.1915857674946,136.55428439181395,2167300
2022-08-30,135.32305908203125,137.2319751526638,134.75037843529196,137.1842493381232,2164600
2022-08-31,134.34950256347656,136.22024664777206,134.20633968931733,135.80028279840735,2165500
2022-09-01,134.4640350341797,134.56902598684468,132.32604407258003,133.4427580797229,1838600
2022-09-02,133.49049377441406,136.43976543969404,132.8701019124564,135.85754548886345,1296200
2022-09-06,133.11827087402344,134.09182220295222,132.22107793990028,133.91047283577313,1868500
2022-09-07,136.03890991210938,136.258431194133,132.9846469478963,133.00374018751236,2094900
2022-09-08,137.21287536621094,137.27015507925051,134.69310685577545,135.23715490060295,2110200
2022-09-09,139.1027069091797,139.45585169032472,137.91917380790323,138.13869505857127,1548200
2022-09-12,140.4007568359375,140.7348083481494,139.59900116611246,139.91397400713817,1844600
2022-09-13,134.84584045410156,137.77603383895024,134.4545091341405,137.4037957590513,2008000
2022-09-14,134.8362579345703,135.34211940515152,133.69091148351606,135.10350495435395,1575900
2022-09-15,133.7672576904297,135.78116427383156,133.42365229256447,134.44492915095046,1678700
2022-09-16,132.43101501464844,132.70780135864845,131.31430117624333,132.29739150998125,2430900
2022-09-19,133.41860961914062,133.48573344429414,131.22293779970602,131.22293779970602,1283100
2022-09-20,131.27085876464844,132.41184655397723,130.32163030950866,132.32554241783768,1497600
2022-09-21,129.09437561035156,133.08303483295458,129.09437561035156,131.9708100175611,2226800
2022-09-22,127.24388885498047,129.16151197935162,127.13841899792793,129.01768146684176,3304900
2022-09-23,125.10570526123047,125.96864428482735,123.38943932156774,125.96864428482735,4099600
2022-09-26,123.29357147216797,125.58513044998892,122.81416570584305,124.63591639605947,2987200
2022-09-27,122.90045166015625,125.19202520167087,122.0183541465462,124.51126259594396,2756000
2022-09-28,125.75770568847656,126.38092724116856,123.15932037877289,123.63872607478237,4854500
2022-09-29,123.37985229492188,124.64549045127978,122.47857449211527,124.61672727775364,3154600
2022-09-30,122.03752899169922,124.50168161855517,121.84576961392236,123.27440404442,2548300
2022-10-03,125.44132232666016,126.1796113489244,122.67035741122064,123.37028577683789,4943300
2022-10-04,129.76553344726562,129.7847137720577,127.33974173675946,127.3781023863436,4074600
2022-10-05,129.2573699951172,130.10112875778438,127.33016423617246,128.1835058464875,2399300
2022-10-06,127.81915283203125,129.7271928959846,127.59863029368142,128.7300207889822,1698900
2022-10-07,124.78931427001953,126.75488082458864,124.06062277709123,126.57270429378086,3197700
2022-10-10,123.945556640625,125.3741762962681,123.11138075473075,125.23036043506283,3571800
2022-10-11,123.38945007324219,125.06737014109275,122.46899194241085,123.48532244179535,2521900
2022-10-12,122.74706268310547,123.82092697201458,122.6415928239945,123.43740819177665,2419900
2022-10-13,125.7001953125,126.27547344260391,119.77473254940212,120.29249164467721,4820200
2022-10-14,122.91963195800781,127.23428372850942,122.65116590715635,126.54393827480496,2663400
2022-10-17,125.59471893310547,126.25628655379522,124.94271952984491,124.94271952984491,2500700
2022-10-18,127.4548110961914,128.68210332829608,126.24671382169068,128.0109235454926,4707000
2022-10-19,125.94949340820312,127.31100413588459,125.00026464940296,126.57271510126225,2030400
2022-10-20,124.54960632324219,127.3014052398484,124.28114027727605,126.11247372892537,2821500
2022-10-21,127.39730072021484,127.57947727666054,123.95517036836718,124.5400460668116,2535100
2022-10-24,128.81634521484375,129.17110082763256,127.20553410779742,128.02052982563035,2637600
2022-10-25,131.2900390625,131.40510638005384,128.7396118364896,128.8259013519292,3735900
2022-10-26,131.5489501953125,133.15016383116793,131.17501425197267,131.4147171548906,2762100
2022-10-27,131.673583984375,133.4186132924869,131.5201706343447,132.3159859285367,2734800
2022-10-28,134.4061737060547,134.55000419281902,131.56810018296764,131.74067921072395,3407200
2022-10-31,133.81170654296875,134.66504803934603,133.38024437159595,133.69665386534928,3715700
2022-11-01,134.13772583007812,135.41294690763957,133.5145041940403,135.22118752965122,3684400
2022-11-02,130.86819458007812,137.63740182638597,130.86819458007812,133.88844513015832,4326800
2022-11-03,130.20660400390625,131.1078891504481,128.5670299094074,129.51625855678066,4013800
2022-11-04,132.22967529296875,133.12136281583102,130.14905644265679,132.02831847441598,5355300
2022-11-07,133.28436279296875,133.46653929345553,131.87490891376103,132.7666110923804,3693600
2022-11-08,134.0802001953125,135.3170752559987,132.6419829072699,133.61997475962366,6172400
2022-11-09,131.673583984375,133.94596253927705,131.47222713367248,133.19809074575733,2566800
2022-11-10,138.73043823242188,138.91261475821324,135.91153008245587,136.218356784905,6723100
2022-11-11,140.0631866455078,140.54259239882748,138.77838273788373,139.2002475113509,7571900
2022-11-14,138.5386962890625,140.5809550917684,138.46198960379922,139.56461711506236,3673600
2022-11-15,139.84268188476562,140.90696337773394,138.50993430621108,140.6001366340329,3981800
2022-11-16,138.3565216064453,139.33451356886258,138.07845803982747,139.16191986711627,4210900
2022-11-17,137.55113220214844,137.57989538257402,135.9115577663627,136.50601633556548,5512600
2022-11-18,138.57699584960938,139.18105164956864,137.43600806315268,138.94134882486094,3439700
2022-11-21,138.51950073242188,138.71126010934742,137.64697874256254,137.98256862490925,1938100
2022-11-22,140.3603973388672,140.4275211580143,138.9605262866763,139.27693579772563,3184200
2022-11-23,140.94529724121094,141.17541727912612,140.0631923746574,140.13030157510988,2213200
2022-11-25,141.42471313476562,141.42471313476562,140.94530732752912,140.94530732752912,825500
2022-11-28,138.90301513671875,140.69600256209955,138.62496624342882,140.25494284170955,1915600
2022-11-29,139.3440704345703,139.78511551066012,138.67290534249776,139.16189391737169,2202100
2022-11-30,142.6903533935547,142.75746259970563,138.3757010708189,139.50709176845686,4546500
2022-12-01,142.89166259765625,144.0134701865055,142.23967786443146,143.4573578156544,3723600
2022-12-02,142.8053741455078,143.20807318319757,141.1082738485787,141.1082738485787,2260600
2022-12-05,140.0440216064453,141.87535529531198,139.6221421566222,141.78906576156746,2811400
2022-12-06,138.5099334716797,140.24538016815734,137.5607046981662,140.08238394791238,2693600
2022-12-07,138.27980041503906,139.2865554504246,137.9825711807535,138.1263870585359,2269900
2022-12-08,139.17147827148438,139.86182369660364,138.55783951918968,139.09478622896168,2570600
2022-12-09,138.0976104736328,139.4207749419626,138.0400841281057,138.7016663622706,1650200
2022-12-12,140.13031005859375,140.13031005859375,137.94422077211468,138.3277541918591,1914200
2022-12-13,141.1082763671875,143.89842113916117,140.10152143984325,143.89842113916117,4117400
2022-12-14,140.27413940429688,142.24928895097503,139.24820397415215,141.04119160706708,2919500
2022-12-15,137.1963348388672,138.7592022748496,136.67858306312408,138.50991655027738,3411200
2022-12-16,135.53761291503906,136.38137183308515,134.64591048932135,135.9882555526042,2988000
2022-12-19,134.42849731445312,135.89186358170977,133.78345796828722,135.61267314754176,4400500
2022-12-20,134.5633087158203,135.13132658038313,133.83161074348945,134.26485914936765,2076800
2022-12-21,136.64283752441406,136.97018305924863,135.53568303092837,135.68972626021863,3052200
2022-12-22,135.1602020263672,135.6415760651662,132.86885690076562,135.58381353096948,3763300
2022-12-23,136.0266571044922,136.07479744208754,134.37074407608674,135.05428692268768,2284500
2022-12-27,136.1133575439453,136.5658504141548,135.32389689706986,136.1518610116688,2010700
2022-12-28,134.158935546875,136.61393111901788,134.13005428299343,136.20957873430766,2306100
2022-12-29,136.5465850830078,136.92205631020548,134.91953820169385,135.05432236811424,2587400
2022-12-30,135.9881591796875,136.07480297666208,134.74622068527788,135.68970964097343,2805100
2023-01-03,135.86300659179688,137.51893449196604,134.7847334253128,136.787251227619,3859700
2023-01-04,137.9810791015625,138.5587192074491,136.5658380720642,136.78726604480212,2506200
2023-01-05,136.5465850830078,137.22050591510973,136.1325956994773,137.08572174868934,2243500
2023-01-06,139.8199005126953,140.21463075391574,137.00867786248514,137.98106283185106,2841600
2023-01-09,139.877685546875,141.66839786371963,139.81030080896213,140.53236199010314,2701400
2023-01-10,140.92706298828125,140.9559442542911,139.2614982997443,139.69474667063045,2115300
2023-01-11,142.6407470703125,142.6599914532288,141.3314092039404,141.49507460094082,3979800
2023-01-12,143.17990112304688,143.68053425714714,141.73577894767217,143.07399824257124,2916800
2023-01-13,143.516845703125,143.70939235739291,141.8223998886841,142.0342056154892,2069900
2023-01-17,143.1991424560547,144.08486885103028,143.02584017748956,143.42057038220642,3228600
2023-01-18,140.99444580078125,144.10411781876164,140.91742419567606,143.76716482309166,2689300
2023-01-19,139.5406951904297,140.38791811750443,138.99192178801943,140.1279720484486,2753100
2023-01-20,141.96682739257812,142.04383430551414,139.17484936166377,140.02207230764728,2564800
2023-01-23,143.7672119140625,144.3641111861808,142.0053806824121,142.28457123829438,2475700
2023-01-24,143.43020629882812,143.8056774662189,142.51559855163214,143.35318468880308,2383300
2023-01-25,143.75753784179688,143.78641910645297,141.4758151013866,142.2267573631818,2948800
2023-01-26,144.912841796875,144.99948559640237,143.44946063547806,144.5566150259799,4367800
2023-01-27,145.18240356445312,145.89482769354225,144.39294314096975,144.614385761431,2888300
2023-01-30,143.64199829101562,145.24016349257732,143.5457323054854,144.15225355446856,2587000
2023-01-31,146.07774353027344,146.07774353027344,143.68051051707894,144.00784129705735,3279900
2023-02-01,147.5700225830078,148.54239284246415,144.63363803961926,145.31719563117647,3688100
2023-02-02,149.18743896484375,149.9191221681851,147.97436706332152,148.6001620876984,4528000
2023-02-03,147.35821533203125,148.5327691374231,146.9442407186793,147.66630176181184,4671900
2023-02-06,146.31845092773438,146.78058058902045,145.82745468928425,146.4051094207068,1874000
2023-02-07,147.685546875,148.11879525531404,145.1535294606996,145.99111557395014,4267400
2023-02-08,146.23182678222656,147.43526205915265,145.9526362617434,146.90574759923078,2797000
2023-02-09,144.8936004638672,147.64706083438344,144.46998891603832,147.36787032715333,2179500
2023-02-10,145.33645629882812,145.47124044211498,144.22928719505717,144.49885548163084,2329900
2023-02-13,146.9635009765625,146.9827600530964,145.23056603816252,145.5097565412337,2036100
2023-02-14,146.68429565429688,147.74332440110206,145.39421677391212,146.5880149717256,3398000
2023-02-15,147.37747192382812,147.39673099795738,145.66378158555784,145.95260893601932,1892400
2023-02-16,145.7119140625,147.0501331800655,145.30754697945363,145.65413684323016,2223700
2023-02-17,145.4038543701172,145.5193794491457,144.22930043208987,145.09578259591737,1673900
2023-02-21,142.24603271484375,144.21966927095792,142.02460476368438,144.1330254670743,2587800
2023-02-22,142.07273864746094,142.97770948638302,141.51434300831565,142.34230692975595,3720800
2023-02-23,142.60223388671875,143.2665323796668,141.10034930633313,142.93920157427388,2632600
2023-02-24,141.3795623779297,141.67801193428392,140.24351199687328,140.91743271934573,3517500
2023-02-27,141.5528564453125,143.13176279164102,141.2158887235056,142.58300399627538,2366500
2023-02-28,141.13888549804688,142.25566219394744,141.13888549804688,141.6010004994668,2763300
2023-03-01,140.87892150878906,141.41805805710487,140.31090369469698,140.89818058276296,2872500
2023-03-02,141.98609924316406,142.28454883222525,139.88731523597787,140.3398080614486,3517300
2023-03-03,143.97897338867188,144.14263879384228,142.11123982675065,142.6599985746315,3095000
2023-03-06,143.2858123779297,144.61440955784343,143.06438441140116,144.15227985764744,2626400
2023-03-07,140.97520446777344,143.46873333944575,140.77303558300358,143.3243123028106,2875200
2023-03-08,141.27365112304688,141.68762572431274,140.445687230146,141.03296411569627,3049300
2023-03-09,138.15432739257812,141.8031355686622,137.8558778859519,141.37953882109542,3693800
2023-03-10,135.23719787597656,138.1639450106366,134.44773755134196,137.7981108002835,7123300
2023-03-13,133.5812530517578,135.45860826468245,131.9157035234057,132.86881441361697,8104700
2023-03-14,135.45863342285156,136.66206835853853,133.92786771034602,135.95926646940035,3819100
2023-03-15,133.56204223632812,133.56204223632812,131.5787834646059,132.96514310435708,6605200
2023-03-16,135.16981506347656,135.44902021367636,132.03126183161635,132.39711077724277,8420400
2023-03-17,132.8881072998047,134.7462186072513,132.4548736312439,134.7462186072513,4967300
2023-03-20,134.6114044189453,135.14358301174542,133.42127030361655,133.42127030361655,3404300
2023-03-21,136.41110229492188,136.68202684650814,135.59832864016303,136.14017774333558,2214900
2023-03-22,133.3438720703125,136.9046188661786,133.21808036601402,136.42082279030384,5039600
2023-03-23,132.8987579345703,135.35643494868555,131.95050720972446,134.03083872473326,7020600
2023-03-24,134.0308380126953,134.1275883469354,131.3893014187337,132.1827338866205,6862600
2023-03-27,134.9210205078125,135.60800250719404,134.35981541908495,135.18227446180038,3065600
2023-03-28,135.1919708251953,135.58868713382572,134.5920684414115,134.71784537603088,1693400
2023-03-29,137.22389221191406,137.33031314865255,136.2659709027396,136.43045975626393,2480600
2023-03-30,137.90121459960938,138.5398140923903,137.33032410444466,138.30760146384526,2695900
2023-03-31,139.9331512451172,139.99120440321772,138.44306605150155,138.44306605150155,2737800
2023-04-03,140.0492706298828,140.58143441554918,139.39130039605135,140.02991465598956,3390800
2023-04-04,138.6462860107422,140.39764037266784,138.02702756575985,140.3299018287969,2904000
2023-04-05,138.35597229003906,138.76235911983215,137.7560552671514,138.22051001344136,3234000
2023-04-06,138.45274353027344,138.6365883829075,137.76576143960028,138.20117491125387,2182700
2023-04-10,139.29457092285156,139.33326811215315,137.74641759366946,137.87220929639724,2635300
2023-04-11,140.20408630371094,140.72659429422924,139.64289589061116,139.71061965869558,2225200
2023-04-12,139.52676391601562,141.14264078973181,139.3138924941577,141.08458763182188,3066100
2023-04-13,140.6007843017578,140.84268228996243,139.1977789230274,139.76865463176273,3190500
2023-04-14,139.962158203125,141.25874253082793,139.24614966788457,140.5717458062883,2504300
2023-04-17,140.9104461669922,140.92011677311902,139.7590091736796,140.0202631819458,2399800
2023-04-18,140.92010498046875,141.47163953351168,140.41695298257952,141.3071358931325,1569400
2023-04-19,140.95880126953125,141.12330490886418,140.17505407958782,140.30084576933083,1784900
2023-04-20,140.18472290039062,140.6878600714019,139.7105975417227,140.02990464887282,3451700
2023-04-21,140.22341918945312,140.42661998881326,139.4590280694014,140.42661998881326,2160900
2023-04-24,140.48468017578125,140.58143051399813,139.90411908935295,140.16537305467386,1523600
2023-04-25,138.09474182128906,139.74931599789977,138.0173326837454,139.7202894168563,2563200
2023-04-26,136.65301513671875,137.8625051465495,136.37241995072225,137.78509601420646,5378700
2023-04-27,138.8978271484375,138.92685372574758,136.84652217807735,137.22389721167104,5993000
2023-04-28,140.43630981445312,140.48469236990206,138.58820545199808,138.61723203241084,2965600
2023-05-01,140.31053161621094,141.1039642618821,140.16539870019034,140.3298875931085,3000900
2023-05-02,138.21084594726562,139.8460788866951,136.86589357793733,139.8460788866951,4489800
2023-05-03,137.40773010253906,139.57514142666298,137.29162379091372,138.46241656883555,5835800
2023-05-04,136.10150146484375,137.31099152884042,135.6177054392451,137.09812009643437,5483300
2023-05-05,138.3946990966797,138.78173003716012,137.30131528161075,137.30131528161075,4860300
2023-05-08,138.14309692382812,138.79138171210036,137.688327558815,138.77202574049034,2332900
2023-05-09,137.63027954101562,137.95925724925297,137.16582479073602,137.51415847130525,2242700
2023-05-10,137.6109619140625,138.78174019146317,136.35308911903985,138.61725129150958,3871400
2023-05-11,136.92393493652344,137.15616232544343,136.217596929446,137.02070003964388,3839400
2023-05-12,136.93360900878906,137.57220843814326,136.04342623778928,137.43674616351896,3477400
2023-05-15,137.7076873779297,137.92054401446555,136.68202755386704,137.13679693158628,2322700
2023-05-16,135.7628173828125,137.26258778349774,135.7434614107774,137.26258778349774,4668100
2023-05-17,137.48512268066406,137.78507379244127,135.86924605985016,136.4885042544392,6902700
2023-05-18,138.59786987304688,138.7430027531743,137.02069034235174,137.27225892266623,3800000
2023-05-19,138.23020935058594,139.20747206601644,137.71738671370537,139.02362720293021,5757900
2023-05-22,138.4430694580078,139.02361581758032,137.61093972143277,138.30760716434597,4411500
2023-05-23,136.96267700195312,138.4624478444329,136.85624127082787,137.9786517510062,6919600
2023-05-24,135.47254943847656,136.44014143014584,135.20162486195173,136.36273229909847,2940500
2023-05-25,135.3854522705078,135.8498922327091,134.4468869782951,135.63702084080847,4696000
2023-05-26,136.5175323486328,136.6917065613237,135.49188733657797,135.66606154926887,4572500
2023-05-30,136.27566528320312,137.1271510399198,135.81122521785016,136.788487905512,8268500
2023-05-31,135.08551025390625,135.67574192315834,134.31143375523905,135.5886621926821,7611200
2023-06-01,136.10150146484375,136.53691493502595,134.54367767184473,135.33709547639938,4478300
2023-06-02,139.07200622558594,139.3622868039062,137.2335871700302,137.30131093854428,10275800
2023-06-05,138.59786987304688,139.29453722622014,138.3656425005622,139.24615467808405,5415100
2023-06-06,139.5364227294922,139.73960874350786,138.39465670552232,138.53011896962593,5333300
2023-06-07,140.5620880126953,140.7556034516318,139.48806034767404,139.79768209711608,13306200
2023-06-08,140.62013244628906,140.82331847707164,139.66221115118634,140.3492078957252,5882400
2023-06-09,140.4556427001953,141.1135981004349,140.13633560386236,140.7846204003151,4396800
2023-06-12,141.38453674316406,141.47163124305004,140.30083843978565,140.73625188208717,3733100
2023-06-13,142.74884033203125,142.96171174385836,141.65545669530846,141.83930152954838,6802500
2023-06-14,142.47793579101562,143.64872872062557,141.67483258156614,143.12622072205187,8456400
2023-06-15,144.1228485107422,144.46151167065045,142.18766420105976,142.18766420105976,5177400
2023-06-16,144.00672912597656,145.02270374934304,143.78418708453086,144.76144975721263,11152200
2023-06-20,142.69676208496094,143.3284305955598,142.16227790776108,143.30899076323053,4514200
2023-06-21,142.49267578125,143.00772005396325,141.71524570771737,142.26915481139685,5481700
2023-06-22,141.9095916748047,142.41492341890483,141.3653951018866,142.2885867758187,3852200
2023-06-23,140.68516540527344,141.37512370012857,140.4422194198252,140.9183840612262,3869200
2023-06-26,141.5403289794922,141.91932413380627,140.6851691710315,140.6851691710315,4300000
2023-06-27,143.2700958251953,143.47417697227814,141.48201697595243,141.7444027855601,8880500
2023-06-28,143.0271453857422,143.16320936505164,142.34689963042163,143.0174328850395,4335600
2023-06-29,144.1447296142578,144.16416944712654,142.69676604461856,142.9785917223476,7610700
2023-06-30,145.41773986816406,145.77729516035276,144.68890195486568,145.0387447463787,4738600
2023-07-03,145.7772979736328,146.00081894769457,144.94156322379246,145.13593186701928,2797300
2023-07-05,145.1553497314453,145.60237682934283,144.66945780376076,145.17478956046125,4333900
2023-07-06,143.96978759765625,144.10583675878934,142.7939373110589,143.8240259351017,7769500
2023-07-07,144.32937622070312,145.56353133030134,143.6491303279623,143.73658733669006,3213100
2023-07-10,145.621826171875,145.79674015971108,144.173862794611,144.23216745722303,4145800
2023-07-11,147.26412963867188,147.43905845606002,145.95223023536747,145.98138256689117,10166300
2023-07-12,147.94439697265625,148.7023872832101,147.7791954770993,148.6537951190471,6668900
2023-07-13,148.6440887451172,148.87730741751912,148.041572575502,148.3817029104178,5458400
2023-07-14,147.76947021484375,148.7801338618874,147.40018755593394,148.7801338618874,6345100
2023-07-17,148.0513153076172,148.4594628550278,147.05037885910448,147.49739124654283,5352900
2023-07-18,148.96475219726562,149.2660176714783,147.9249511022114,148.05128775822814,5442600
2023-07-19,149.70330810546875,149.96569390221836,149.10079202299764,149.2562810009415,8551800
2023-07-20,149.5478057861328,149.81990405913768,149.02304906769308,149.5478057861328,7542400
2023-07-21,149.76161193847656,150.22806404148827,149.2951598354649,150.04342273472977,5511700
2023-07-24,150.17945861816406,150.4612842177703,149.7130065563513,150.04340948229185,3358000
2023-07-25,150.28636169433594,150.70423644724102,149.76160495644308,149.9851110829304,5010400
2023-07-26,150.62649536132812,150.94718580826094,149.90736998078984,149.99484179594944,5149100
2023-07-27,149.3048858642578,151.37479042805631,149.04250004518212,151.37479042805631,6057500
