Date,Open,High,Low,Close
11/26/2004 12:00:00 AM,78.55,82.95,78.55,82.95
12/3/2004 12:00:00 AM,80.13,80.13,76.32,79.31
12/10/2004 12:00:00 AM,77.93,77.93,69.58,70.82
12/17/2004 12:00:00 AM,73.41,78.13,72.86,72.86
12/23/2004 12:00:00 AM,72.42,76.78,72.42,76.78
12/31/2004 12:00:00 AM,72.98,78.2,72.98,78.2
1/7/2005 12:00:00 AM,67.91,67.91,43.53,44.26
1/14/2005 12:00:00 AM,46.82,46.82,41.7,44.94
1/21/2005 12:00:00 AM,52.29,52.29,41.66,41.66
1/28/2005 12:00:00 AM,39.73,46.32,39.55,45.64
2/4/2005 12:00:00 AM,54.28,66.68,54.28,66.68
2/11/2005 12:00:00 AM,66.91,67.77,62.08,67.77
2/18/2005 12:00:00 AM,69.02,69.57,61.4,61.4
2/25/2005 12:00:00 AM,49.5,65.39,49.5,65.39
3/4/2005 12:00:00 AM,62.55,74.61,62.55,74.61
3/11/2005 12:00:00 AM,74.97,74.97,55.28,55.28
3/18/2005 12:00:00 AM,56.61,56.61,44.2,44.2
3/24/2005 12:00:00 AM,41.25,41.25,28.77,30.3
4/1/2005 12:00:00 AM,27.03,29.55,19.99,27.79
4/8/2005 12:00:00 AM,29.33,36.4,29.33,30.15
4/15/2005 12:00:00 AM,29.91,34.73,14.98,14.98
4/22/2005 12:00:00 AM,15.86,24.95,15.86,23.1
4/29/2005 12:00:00 AM,30.66,31.84,26.26,31.84
5/6/2005 12:00:00 AM,35.95,49.4,35.95,49.4
5/13/2005 12:00:00 AM,54.59,54.59,39.94,39.94
5/20/2005 12:00:00 AM,47.26,61.8,47.26,61.08
5/27/2005 12:00:00 AM,63.93,70.47,60.49,70.47
6/3/2005 12:00:00 AM,67.83,75.39,67.83,74
6/10/2005 12:00:00 AM,75.6,77.13,74.88,75.54
6/17/2005 12:00:00 AM,75.42,81.79,75.42,81.79
6/24/2005 12:00:00 AM,79.69,80.02,68.25,68.25
7/1/2005 12:00:00 AM,67.12,74.53,67.12,73.56
7/8/2005 12:00:00 AM,76.22,78.73,73.02,78.73
7/15/2005 12:00:00 AM,81.62,82.19,77.68,77.68
7/22/2005 12:00:00 AM,74.43,81.07,74.43,78.87
7/29/2005 12:00:00 AM,74.59,80.42,74.59,77.59
8/5/2005 12:00:00 AM,77.07,79.18,61.81,61.81
8/12/2005 12:00:00 AM,54.41,58.04,54.41,54.69
8/19/2005 12:00:00 AM,57.48,57.48,45.71,47.19
8/26/2005 12:00:00 AM,49.86,49.86,40.11,40.11
9/2/2005 12:00:00 AM,43.3,56.82,40.78,55.81
9/9/2005 12:00:00 AM,65.32,67.02,61.85,67.02
9/16/2005 12:00:00 AM,66.14,66.14,52.07,55.66
9/23/2005 12:00:00 AM,50.02,50.02,37.2,37.47
9/30/2005 12:00:00 AM,40.01,50.34,39.81,50.34
10/7/2005 12:00:00 AM,51.31,51.31,28.15,31.97
10/14/2005 12:00:00 AM,27.72,27.72,17.01,21.22
10/21/2005 12:00:00 AM,22.2,23.83,16.51,19.99
10/28/2005 12:00:00 AM,28.84,28.84,18.06,25.66
11/4/2005 12:00:00 AM,33.83,45.26,33.83,43.75
11/11/2005 12:00:00 AM,46.83,52.24,45.38,52.24
11/18/2005 12:00:00 AM,50.36,57.48,46.65,57.48
11/25/2005 12:00:00 AM,61.65,68.55,61.65,68.55
12/2/2005 12:00:00 AM,64.2,75.66,64.2,75.66
12/9/2005 12:00:00 AM,73.01,73.77,71.15,72.88
12/16/2005 12:00:00 AM,73.23,73.23,66.4,66.4
12/23/2005 12:00:00 AM,58.62,63.72,58.62,63.72
12/30/2005 12:00:00 AM,56.82,59.76,56.18,56.18
1/6/2006 12:00:00 AM,69.55,79.05,69.55,79.05
1/13/2006 12:00:00 AM,82.23,82.36,77.48,77.48
1/20/2006 12:00:00 AM,72.01,74.76,66.34,66.34
1/27/2006 12:00:00 AM,68.18,76.3,68.18,76.3
2/3/2006 12:00:00 AM,74.8,74.8,66.22,66.22
2/10/2006 12:00:00 AM,67.46,67.46,60.82,61.26
2/17/2006 12:00:00 AM,55.86,68.53,55.86,68.53
2/24/2006 12:00:00 AM,67.03,71.13,67.03,69.2
3/3/2006 12:00:00 AM,69.5,69.5,61.26,61.26
3/10/2006 12:00:00 AM,53.94,53.94,43.53,50.02
3/17/2006 12:00:00 AM,50.45,63.63,50.45,63.63
3/24/2006 12:00:00 AM,62.85,62.99,56.96,62.99
3/31/2006 12:00:00 AM,62.99,65.29,58.45,63.41
4/7/2006 12:00:00 AM,64.1,66.61,55.12,55.12
4/13/2006 12:00:00 AM,53.04,53.04,43.74,44.33
4/21/2006 12:00:00 AM,43.7,58.27,43.7,58.22
4/28/2006 12:00:00 AM,56.85,57.23,53.9,57.23
5/5/2006 12:00:00 AM,55.43,63.14,55.43,63.14
5/12/2006 12:00:00 AM,63.6,63.6,40.36,40.36
5/19/2006 12:00:00 AM,36.64,37.66,22.46,24.38
5/26/2006 12:00:00 AM,21.06,30.64,19.91,30.64
6/2/2006 12:00:00 AM,23.32,45.77,23.32,45.77
6/9/2006 12:00:00 AM,33.88,33.88,27.43,27.43
6/16/2006 12:00:00 AM,20.58,21.92,13.59,21.39
6/23/2006 12:00:00 AM,17.46,22.04,17.46,21.37
6/30/2006 12:00:00 AM,25.92,50.48,21.36,50.48
7/7/2006 12:00:00 AM,59.24,59.24,51.24,52.1
7/14/2006 12:00:00 AM,54.69,57.96,33.59,33.59
7/21/2006 12:00:00 AM,31.36,51.49,31.36,37.69
7/28/2006 12:00:00 AM,51.97,65.65,51.97,65.65
8/4/2006 12:00:00 AM,66.84,70.45,63.87,70.02
8/11/2006 12:00:00 AM,67.78,67.78,57.22,57.22
8/18/2006 12:00:00 AM,57.73,72.71,57.73,72.71
8/25/2006 12:00:00 AM,70.25,71.37,63.74,64.6
9/1/2006 12:00:00 AM,68.54,78.38,68.54,78.38
9/8/2006 12:00:00 AM,81.35,81.35,66.72,68.26
9/15/2006 12:00:00 AM,64.49,73.89,64.49,72.77
9/22/2006 12:00:00 AM,72.23,72.59,65.54,65.54
9/29/2006 12:00:00 AM,69.59,73.57,69.59,70.03
10/6/2006 12:00:00 AM,67.22,76.27,66.08,72.44
10/13/2006 12:00:00 AM,72.8,74.4,68.97,74.4
10/20/2006 12:00:00 AM,78.43,78.43,75.95,76.34
10/27/2006 12:00:00 AM,76.26,82.37,76.26,78.38
11/3/2006 12:00:00 AM,78.55,78.55,66.4,66.4
11/10/2006 12:00:00 AM,71.45,72.78,69.34,72.51
11/17/2006 12:00:00 AM,72.26,77.56,72.26,76.07
11/24/2006 12:00:00 AM,75.71,77.66,75.71,77.55
12/1/2006 12:00:00 AM,65.57,77.25,65.57,75.32
12/8/2006 12:00:00 AM,81.85,83.36,77.68,77.68
12/15/2006 12:00:00 AM,77.73,77.73,72.72,72.72
12/22/2006 12:00:00 AM,65.75,65.84,60.05,60.05
12/29/2006 12:00:00 AM,64.44,69.8,64.44,64.72
1/5/2007 12:00:00 AM,63.93,63.93,48.6,48.6
1/12/2007 12:00:00 AM,50.53,60.51,48.91,60.51
1/19/2007 12:00:00 AM,59.49,59.96,54.75,59.96
1/26/2007 12:00:00 AM,55.6,65.98,55.6,56.84
2/2/2007 12:00:00 AM,58.22,73.47,58.22,73.47
2/9/2007 12:00:00 AM,73.37,76.18,70.56,70.56
2/16/2007 12:00:00 AM,67.46,75.45,67.46,75.45
2/23/2007 12:00:00 AM,76.4,76.4,72.42,72.42
3/2/2007 12:00:00 AM,71.99,71.99,33.77,33.77
3/9/2007 12:00:00 AM,24.37,39.09,24.37,39.09
3/16/2007 12:00:00 AM,44.74,44.74,30.74,33.27
3/23/2007 12:00:00 AM,40.69,61.48,40.69,61.48
3/30/2007 12:00:00 AM,60.9,60.9,48.76,54.39
4/5/2007 12:00:00 AM,57.17,69.32,57.17,69.32
4/13/2007 12:00:00 AM,68.61,70.82,64.5,70.82
4/20/2007 12:00:00 AM,77.12,80.62,74.15,79.07
4/27/2007 12:00:00 AM,78.84,80.21,76.64,76.64
5/4/2007 12:00:00 AM,69.46,75.19,69.01,75.12
5/11/2007 12:00:00 AM,74.52,74.52,63.38,69.01
5/18/2007 12:00:00 AM,64.29,64.29,59.35,62.36
5/25/2007 12:00:00 AM,63.61,63.76,51.64,56
6/1/2007 12:00:00 AM,59.13,67.93,59.13,67.93
6/8/2007 12:00:00 AM,69.1,69.1,38.85,46.22
6/15/2007 12:00:00 AM,45.32,53.37,36.15,53.37
6/22/2007 12:00:00 AM,51.81,53.2,41.45,41.45
6/29/2007 12:00:00 AM,36.47,41.05,34.31,40.59
7/6/2007 12:00:00 AM,49.74,55.85,49.74,55.85
7/13/2007 12:00:00 AM,55.44,55.49,44.94,55.47
7/20/2007 12:00:00 AM,51.84,51.84,44.01,44.01
7/27/2007 12:00:00 AM,44.58,44.58,14.86,14.86
8/3/2007 12:00:00 AM,19.9,21.81,14.48,14.48
8/10/2007 12:00:00 AM,18.32,27.88,18.32,18.37
8/17/2007 12:00:00 AM,16.39,16.39,7.74,16.18
8/24/2007 12:00:00 AM,16.89,30.27,16.89,30.27
8/31/2007 12:00:00 AM,24.82,38.52,13.48,38.52
9/7/2007 12:00:00 AM,50.38,50.38,37.47,37.47
9/14/2007 12:00:00 AM,35.55,54.05,35.55,54.05
9/21/2007 12:00:00 AM,49.44,75.7,49.44,72.34
9/28/2007 12:00:00 AM,68.74,72.23,66.6,71.43
10/5/2007 12:00:00 AM,77.33,81.72,77.33,81.72
10/12/2007 12:00:00 AM,80.26,80.34,73.71,73.71
10/19/2007 12:00:00 AM,67.05,67.05,43.7,43.7
10/26/2007 12:00:00 AM,46.12,54.89,46.12,54.89
11/2/2007 12:00:00 AM,55.5,59.39,41.91,41.91
11/9/2007 12:00:00 AM,36.34,41.76,25.78,25.78
11/16/2007 12:00:00 AM,19.47,29.19,19.47,22.36
11/23/2007 12:00:00 AM,16.7,18.23,13.25,18.23
11/30/2007 12:00:00 AM,12.87,29.26,12.87,29.26
12/7/2007 12:00:00 AM,29.28,48.95,26.49,48.95
12/14/2007 12:00:00 AM,54.92,54.92,27.7,27.7
12/21/2007 12:00:00 AM,19.93,39.14,19.93,39.14
12/28/2007 12:00:00 AM,47.58,48.72,39.31,41.26
1/4/2008 12:00:00 AM,41.32,41.32,30.92,30.92
1/11/2008 12:00:00 AM,32.24,36.25,30.52,32.33
1/18/2008 12:00:00 AM,35.25,35.25,18.68,18.68
1/25/2008 12:00:00 AM,17.76,26.27,17.76,25.42
2/1/2008 12:00:00 AM,31.95,53.06,31.95,53.06
2/8/2008 12:00:00 AM,50.88,50.88,35.29,39.57
2/15/2008 12:00:00 AM,41.38,49.41,35.62,35.62
2/22/2008 12:00:00 AM,38.86,44,37.01,40.65
2/29/2008 12:00:00 AM,52.08,59.63,37.98,37.98
3/7/2008 12:00:00 AM,37.13,37.81,23.66,23.66
3/14/2008 12:00:00 AM,18.61,34.77,18.61,26.89
3/20/2008 12:00:00 AM,21.99,35.72,21.99,31.74
3/28/2008 12:00:00 AM,42.72,47.08,34.65,34.65
4/4/2008 12:00:00 AM,38.49,65.71,38.49,65.71
4/11/2008 12:00:00 AM,69.13,69.13,51,51
4/18/2008 12:00:00 AM,48.26,72.96,48.26,72.96
4/25/2008 12:00:00 AM,72,74.08,65.36,74.08
5/2/2008 12:00:00 AM,75.5,77.25,72.59,77.25
5/9/2008 12:00:00 AM,74.87,76.28,67.3,67.3
5/16/2008 12:00:00 AM,73,75.93,71.78,75.22
5/23/2008 12:00:00 AM,73.48,73.48,57.98,57.98
5/30/2008 12:00:00 AM,59.45,64.96,59.45,64.96
6/6/2008 12:00:00 AM,59.98,62.87,50.45,50.45
6/13/2008 12:00:00 AM,44.65,44.65,26.96,32.51
6/20/2008 12:00:00 AM,36.18,36.18,22.87,22.87
6/27/2008 12:00:00 AM,22.01,22.01,14.81,14.81
7/3/2008 12:00:00 AM,15.25,15.25,9.26,9.26
7/11/2008 12:00:00 AM,7.99,11.54,7.99,11.05
7/18/2008 12:00:00 AM,11.13,19.41,11.13,19.41
7/25/2008 12:00:00 AM,20.95,33.85,20.95,27.42
8/1/2008 12:00:00 AM,23.27,37.15,23.27,35.25
8/8/2008 12:00:00 AM,32.87,50.02,32.87,50.02
8/15/2008 12:00:00 AM,53.87,54.13,49.74,54.13
8/22/2008 12:00:00 AM,50.76,53.09,44.46,53.09
8/29/2008 12:00:00 AM,45.58,62.82,45.58,58.78
9/5/2008 12:00:00 AM,57.09,57.09,42.39,42.39
9/12/2008 12:00:00 AM,52.87,52.87,36.95,36.95
9/19/2008 12:00:00 AM,21.48,38.29,15.21,38.29
9/26/2008 12:00:00 AM,26.54,26.54,19.22,22.19
10/3/2008 12:00:00 AM,8.84,14.1,6.1,6.1
10/10/2008 12:00:00 AM,4.06,4.06,1.2,1.31
10/17/2008 12:00:00 AM,2.52,2.66,1.6,2.58
10/24/2008 12:00:00 AM,4.36,4.36,2.5,2.5
10/31/2008 12:00:00 AM,2.23,11.41,2.23,11.41
11/7/2008 12:00:00 AM,12.48,20.16,11.33,15.31
11/14/2008 12:00:00 AM,14.62,14.62,9.1,11.42
11/21/2008 12:00:00 AM,10.89,10.89,4.87,6.51
11/28/2008 12:00:00 AM,10.88,25.14,10.88,25.14
12/5/2008 12:00:00 AM,11.55,24.06,11.55,24.06
12/12/2008 12:00:00 AM,38.44,42.64,32.09,37.22
12/19/2008 12:00:00 AM,32.07,57.71,32.07,56.08
12/26/2008 12:00:00 AM,43.61,50.81,42.12,50.81
1/2/2009 12:00:00 AM,45.18,83.02,45.18,83.02
1/9/2009 12:00:00 AM,85.41,89.07,79.95,79.95
1/16/2009 12:00:00 AM,68.37,68.37,49.13,58.54
1/23/2009 12:00:00 AM,35.7,45.08,35.7,39.88
1/30/2009 12:00:00 AM,42.99,61.23,37.89,37.89
2/6/2009 12:00:00 AM,37.84,57.94,37.84,57.94
2/13/2009 12:00:00 AM,58.19,58.19,39.11,39.95
2/20/2009 12:00:00 AM,24.52,24.52,13.12,13.12
2/27/2009 12:00:00 AM,9.49,14.67,9.49,13.01
3/6/2009 12:00:00 AM,6.84,8.55,5.97,6.49
3/13/2009 12:00:00 AM,5.97,22.27,5.97,22.27
3/20/2009 12:00:00 AM,23.56,46.4,23.56,37.98
3/27/2009 12:00:00 AM,63.83,75.18,58.22,70.16
4/3/2009 12:00:00 AM,50.6,84.42,50.6,84.42
4/9/2009 12:00:00 AM,83.68,89.27,80.44,89.27
4/17/2009 12:00:00 AM,90.21,92.38,88.74,92.38
4/24/2009 12:00:00 AM,86.53,90.36,86.53,90.36
5/1/2009 12:00:00 AM,88.17,91.5,88.17,89.93
5/8/2009 12:00:00 AM,92.19,92.35,89.49,92.35
5/15/2009 12:00:00 AM,90.08,90.08,78.74,78.74
5/22/2009 12:00:00 AM,83.42,85.77,77.11,77.11
5/29/2009 12:00:00 AM,84.67,84.67,76.47,82.03
6/5/2009 12:00:00 AM,87.03,87.03,85.15,85.63
6/12/2009 12:00:00 AM,84.32,84.32,79.25,79.25
6/19/2009 12:00:00 AM,68.5,68.5,57.61,59.73
6/26/2009 12:00:00 AM,34.52,53.95,33.63,53.95
7/2/2009 12:00:00 AM,56.6,61.22,41.49,41.49
7/10/2009 12:00:00 AM,38.52,38.52,26.89,28.73
7/17/2009 12:00:00 AM,36.38,70.44,36.38,69.61
7/24/2009 12:00:00 AM,77.57,85.15,77.26,85.15
7/31/2009 12:00:00 AM,86.38,87.58,82.13,87.58
8/7/2009 12:00:00 AM,89.85,89.85,86.91,88.64
8/14/2009 12:00:00 AM,88.25,88.46,85.69,85.69
8/21/2009 12:00:00 AM,76.46,88.44,76.46,88.44
8/28/2009 12:00:00 AM,87.72,87.72,85.86,85.86
9/4/2009 12:00:00 AM,81.11,81.11,68.01,76.24
9/11/2009 12:00:00 AM,79.76,84.17,79.76,83.19
9/18/2009 12:00:00 AM,84.52,89.02,84.52,88.72
9/25/2009 12:00:00 AM,87.14,87.87,75.73,75.73
10/2/2009 12:00:00 AM,82.38,82.38,52.67,52.67
10/9/2009 12:00:00 AM,68.3,81.42,68.3,81.42
10/16/2009 12:00:00 AM,79.27,79.94,75.55,75.55
10/23/2009 12:00:00 AM,78.77,78.77,65.86,65.86
10/30/2009 12:00:00 AM,55.58,55.58,20.67,20.67
11/6/2009 12:00:00 AM,22.76,41.4,22.76,40.98
11/13/2009 12:00:00 AM,57.62,58.42,49.32,54
11/20/2009 12:00:00 AM,64,64,48.24,48.24
11/27/2009 12:00:00 AM,57.72,60.67,46.3,46.3
12/4/2009 12:00:00 AM,48.31,64.35,48.31,64.35
12/11/2009 12:00:00 AM,64.69,64.69,58.39,64.24
12/18/2009 12:00:00 AM,70.62,71.36,64.01,64.86
12/24/2009 12:00:00 AM,68.72,76.2,68.72,76.2
12/31/2009 12:00:00 AM,76.76,76.76,70.47,70.47
1/8/2010 12:00:00 AM,80.58,82.91,80.58,82.91
1/15/2010 12:00:00 AM,84.19,84.19,76.47,76.47
1/22/2010 12:00:00 AM,82.33,82.33,42.76,42.76
1/29/2010 12:00:00 AM,45.15,45.15,29.76,29.76
2/5/2010 12:00:00 AM,36.19,43.26,23.8,23.8
2/12/2010 12:00:00 AM,22.21,30.65,22.21,30.65
2/19/2010 12:00:00 AM,40.16,52.88,40.16,52.88
2/26/2010 12:00:00 AM,52.69,53.49,43.57,53.49
3/5/2010 12:00:00 AM,63.7,80.72,63.7,80.72
3/12/2010 12:00:00 AM,81.63,84.27,81.63,83.91
3/19/2010 12:00:00 AM,83.02,86.82,81.72,81.72
3/26/2010 12:00:00 AM,83.3,85.52,79.31,79.31
4/1/2010 12:00:00 AM,82.14,83.21,80.69,83.21
4/9/2010 12:00:00 AM,86.2,86.2,82.92,83.46
4/16/2010 12:00:00 AM,83.5,84.84,78.2,78.2
4/23/2010 12:00:00 AM,76.58,81.35,76.58,81.35
4/30/2010 12:00:00 AM,80.19,80.19,63.84,63.84
5/7/2010 12:00:00 AM,69.7,69.7,14.67,14.67
5/14/2010 12:00:00 AM,30.65,43.98,28.35,28.35
5/21/2010 12:00:00 AM,27.66,27.66,9.73,11.5
5/28/2010 12:00:00 AM,11.67,19.83,10.73,18.15
6/4/2010 12:00:00 AM,15.28,22.73,15.28,18.5
6/11/2010 12:00:00 AM,14.81,24.61,14.81,24.61
6/18/2010 12:00:00 AM,27.12,49.6,27.12,49.6
6/25/2010 12:00:00 AM,49.47,49.47,32.66,40.68
7/2/2010 12:00:00 AM,40.31,40.31,24.96,25.34
7/9/2010 12:00:00 AM,26.43,52.23,26.43,52.23
7/16/2010 12:00:00 AM,50.57,68.15,46.05,46.05
7/23/2010 12:00:00 AM,48.91,77.84,48.91,77.84
7/30/2010 12:00:00 AM,82.96,82.96,77.38,78.73
8/6/2010 12:00:00 AM,84.34,84.34,79.14,79.14
8/13/2010 12:00:00 AM,82.5,82.5,52.66,52.66
8/20/2010 12:00:00 AM,54.91,67.75,50.07,50.07
8/27/2010 12:00:00 AM,46.83,47.76,38.42,47.76
9/3/2010 12:00:00 AM,38.94,74.73,38.61,74.73
9/10/2010 12:00:00 AM,64.1,72.64,64.1,72.64
9/17/2010 12:00:00 AM,79.46,79.46,73.07,74.73
9/24/2010 12:00:00 AM,81.74,82.04,72.02,82.04
10/1/2010 12:00:00 AM,81.01,85.72,81.01,85.72
10/8/2010 12:00:00 AM,82.37,86.14,82.37,86.03
10/15/2010 12:00:00 AM,86.17,86.46,80.61,80.61
10/22/2010 12:00:00 AM,82.15,82.15,76.84,78.16
10/29/2010 12:00:00 AM,78.32,78.32,70.61,71.62
11/5/2010 12:00:00 AM,70.32,81.45,70.32,81.45
11/12/2010 12:00:00 AM,80.1,80.1,62.53,62.53
11/19/2010 12:00:00 AM,61.16,61.16,42.84,56.88
11/26/2010 12:00:00 AM,54.42,54.54,43.48,50.33
12/3/2010 12:00:00 AM,47.45,63.44,41.5,63.44
12/10/2010 12:00:00 AM,62.89,62.89,59.99,62.52
12/17/2010 12:00:00 AM,63.07,63.07,57.22,58.43
12/23/2010 12:00:00 AM,58.92,63.22,58.92,63.22
12/31/2010 12:00:00 AM,62.95,66.54,62.95,66.54
1/7/2011 12:00:00 AM,71.76,71.76,64.44,64.44
1/14/2011 12:00:00 AM,64.5,71.88,64.5,71.46
1/21/2011 12:00:00 AM,70.51,70.51,57.51,57.51
1/28/2011 12:00:00 AM,62.89,68.33,54.31,54.31
2/4/2011 12:00:00 AM,58.21,68.09,58.21,66.92
2/11/2011 12:00:00 AM,70.03,71.62,67.43,69.46
2/18/2011 12:00:00 AM,69.15,74.59,68.2,74.59
2/25/2011 12:00:00 AM,60.19,65.5,54.45,65.5
3/4/2011 12:00:00 AM,70.1,73.62,61.28,70.08
3/11/2011 12:00:00 AM,61.25,69.47,46.11,49.18
3/18/2011 12:00:00 AM,43.71,43.71,27.74,36.04
3/25/2011 12:00:00 AM,50.32,61.08,46.85,61.08
4/1/2011 12:00:00 AM,57.18,72.64,57.18,72.64
4/8/2011 12:00:00 AM,73.41,75.21,68.38,68.38
4/15/2011 12:00:00 AM,62.64,62.64,51.37,59.85
4/21/2011 12:00:00 AM,46.95,69.71,46.95,69.71
4/29/2011 12:00:00 AM,68.77,78.67,68.77,78.67
5/6/2011 12:00:00 AM,76.19,76.19,58.93,61.48
5/13/2011 12:00:00 AM,65.13,71.61,55.12,55.12
5/20/2011 12:00:00 AM,49.72,56.29,46.22,50.89
5/27/2011 12:00:00 AM,40.54,50.71,38.7,50.71
6/3/2011 12:00:00 AM,61.73,61.73,37.32,37.32
6/10/2011 12:00:00 AM,29.85,31.74,24.21,24.21
6/17/2011 12:00:00 AM,21.15,26.43,19.03,21.21
6/24/2011 12:00:00 AM,24.52,32.57,24.52,27.48
7/1/2011 12:00:00 AM,31.3,70.29,31.3,70.29
7/8/2011 12:00:00 AM,69.89,77.56,69.89,74.12
7/15/2011 12:00:00 AM,57.68,61.32,51.08,54.57
7/22/2011 12:00:00 AM,42.41,69.16,42.41,69.09
7/29/2011 12:00:00 AM,60.95,60.95,31.59,31.59
8/5/2011 12:00:00 AM,32.74,32.74,11.47,11.47
8/12/2011 12:00:00 AM,6.51,12.86,6.51,12.86
8/19/2011 12:00:00 AM,18.62,19.06,13.54,13.54
8/26/2011 12:00:00 AM,13.61,19.2,13.61,19.2
9/2/2011 12:00:00 AM,27.16,33.36,24.43,24.43
9/9/2011 12:00:00 AM,22.19,31.1,22.19,22.39
9/16/2011 12:00:00 AM,22,43.2,22,43.2
9/23/2011 12:00:00 AM,36.76,36.76,18.51,19.51
9/30/2011 12:00:00 AM,24.25,32.16,21.83,21.83
10/7/2011 12:00:00 AM,15.19,27.26,15.19,22.24
10/14/2011 12:00:00 AM,41.9,61.49,41.9,61.49
10/21/2011 12:00:00 AM,49.18,68.03,49.18,68.03
10/28/2011 12:00:00 AM,77.46,86,70.81,86
11/4/2011 12:00:00 AM,82.25,84.3,71.94,83.42
11/11/2011 12:00:00 AM,83.68,85.27,70,81.29
11/18/2011 12:00:00 AM,76.83,77.44,57.5,57.5
11/25/2011 12:00:00 AM,38.68,38.68,24.28,24.28
12/2/2011 12:00:00 AM,33.21,65.44,32.97,61.75
12/9/2011 12:00:00 AM,68.28,68.28,44.26,59.31
12/16/2011 12:00:00 AM,44.78,44.78,28.31,36.23
12/23/2011 12:00:00 AM,29.72,58.07,29.72,58.07
12/30/2011 12:00:00 AM,59.55,59.55,49.81,56.35
1/6/2012 12:00:00 AM,70.74,71.12,69.88,69.88
1/13/2012 12:00:00 AM,72.41,79.72,72.41,76.87
1/20/2012 12:00:00 AM,79.63,83.69,79.63,83.69
1/27/2012 12:00:00 AM,84.11,85.59,83.5,84.66
2/3/2012 12:00:00 AM,82.86,87.68,82.86,87.68
2/10/2012 12:00:00 AM,86.98,87.52,83.05,83.05
2/17/2012 12:00:00 AM,84.08,84.08,80.46,82.58
2/24/2012 12:00:00 AM,82.82,82.82,80.32,82.17
3/2/2012 12:00:00 AM,81.27,81.27,71.43,71.43
3/9/2012 12:00:00 AM,69.42,69.42,49.23,69.36
3/16/2012 12:00:00 AM,66.63,73.52,63.09,63.09
3/23/2012 12:00:00 AM,64.85,64.85,48.68,53.82
3/30/2012 12:00:00 AM,61.54,61.54,51.25,53.7
4/5/2012 12:00:00 AM,60.26,60.26,41.29,41.29
4/13/2012 12:00:00 AM,32.26,36.69,21.47,28.14
4/20/2012 12:00:00 AM,30.65,42.14,30.65,39.11
4/27/2012 12:00:00 AM,33.11,60.35,33.11,60.35
5/4/2012 12:00:00 AM,56.53,60.2,38.53,38.53
5/11/2012 12:00:00 AM,39.81,39.81,34.72,34.72
5/18/2012 12:00:00 AM,28.92,28.92,16.31,16.31
5/25/2012 12:00:00 AM,20.14,25.61,20.14,25.61
6/1/2012 12:00:00 AM,29.59,29.59,18.64,18.64
6/8/2012 12:00:00 AM,18.64,29.45,18.64,29.45
6/15/2012 12:00:00 AM,24.2,33.51,24.2,33.51
6/22/2012 12:00:00 AM,37.43,51.82,34.86,39.55
6/29/2012 12:00:00 AM,33.37,71.21,33.37,71.21
7/6/2012 12:00:00 AM,75.34,81.21,75.34,76.6
7/13/2012 12:00:00 AM,75.16,75.16,65.73,74.08
7/20/2012 12:00:00 AM,72.08,76.98,70.88,70.88
7/27/2012 12:00:00 AM,59.89,73.92,50.93,73.92
8/3/2012 12:00:00 AM,73.55,73.55,58.83,71.78
8/10/2012 12:00:00 AM,74.21,76.39,74.21,74.5
8/17/2012 12:00:00 AM,70.47,74.88,69.26,74.88
8/24/2012 12:00:00 AM,73.48,73.48,65.78,67.17
8/31/2012 12:00:00 AM,65.82,67.78,63.57,67.61
9/7/2012 12:00:00 AM,68.05,78.13,66.53,78.13
9/14/2012 12:00:00 AM,75.64,81.75,75.64,81.75
9/21/2012 12:00:00 AM,79.38,79.38,76.78,77.63
9/28/2012 12:00:00 AM,76.62,76.62,65,66.74
10/5/2012 12:00:00 AM,67.59,71.37,65.86,71.37
10/12/2012 12:00:00 AM,70.23,70.23,50.03,50.03
10/19/2012 12:00:00 AM,55.41,67.8,52.07,52.07
10/26/2012 12:00:00 AM,49.88,49.88,38.05,38.23
11/2/2012 12:00:00 AM,40.2,49.82,40.2,41.19
11/9/2012 12:00:00 AM,39.72,46.49,29.63,29.63
11/16/2012 12:00:00 AM,29.88,29.88,17.34,20.04
11/23/2012 12:00:00 AM,30.01,45.11,30.01,45.11
11/30/2012 12:00:00 AM,44.74,56.79,44.19,56.79
12/7/2012 12:00:00 AM,54.01,59.12,53.65,59.12
12/14/2012 12:00:00 AM,60.59,64.26,56.28,56.28
12/21/2012 12:00:00 AM,61.28,68.06,61.28,64.69
12/28/2012 12:00:00 AM,62.37,62.37,52.03,52.03
1/4/2013 12:00:00 AM,64.28,81.5,64.28,81.5
1/11/2013 12:00:00 AM,80.8,83.04,80.8,83.04
1/18/2013 12:00:00 AM,82.31,83.81,80.82,83.81
1/25/2013 12:00:00 AM,85.31,85.31,83.56,83.56
2/1/2013 12:00:00 AM,80.83,80.94,78.94,80.94
2/8/2013 12:00:00 AM,75.58,77.99,74.35,75.89
2/15/2013 12:00:00 AM,74.11,74.83,68.98,68.98
2/22/2013 12:00:00 AM,70.28,70.28,56.4,60.73
3/1/2013 12:00:00 AM,48.5,57.77,48.5,55.67
3/8/2013 12:00:00 AM,55.4,64.35,55.4,64.35
3/15/2013 12:00:00 AM,64.33,64.33,61.16,61.84
3/22/2013 12:00:00 AM,59.29,60.08,56.78,59.75
3/28/2013 12:00:00 AM,57.15,61.62,57.15,61.62
4/5/2013 12:00:00 AM,56.27,56.27,45.94,48.01
4/12/2013 12:00:00 AM,52.54,64.72,52.54,61.17
