Date,Open,High,Low,Close
7/18/1997 12:00:00 AM,80.58,81.36,75.79,75.79
7/25/1997 12:00:00 AM,70.78,75.64,70.78,73.68
8/1/1997 12:00:00 AM,72.83,77.22,72.83,74.02
8/8/1997 12:00:00 AM,74.06,75.91,64.37,64.37
8/15/1997 12:00:00 AM,65.52,65.52,52.32,52.32
8/22/1997 12:00:00 AM,51.33,61.93,50.7,50.7
8/29/1997 12:00:00 AM,52.22,52.28,49.61,49.61
9/5/1997 12:00:00 AM,57.92,61.54,57.92,61.54
9/12/1997 12:00:00 AM,64.48,65.48,56.71,62.66
9/19/1997 12:00:00 AM,64.39,73.16,64.39,72.06
9/26/1997 12:00:00 AM,73.43,73.43,70.92,72.07
10/3/1997 12:00:00 AM,73.92,79.38,73.92,79.38
10/10/1997 12:00:00 AM,80.29,80.29,72.91,72.91
10/17/1997 12:00:00 AM,74,74,58.29,58.29
10/24/1997 12:00:00 AM,63.19,66.04,50.13,50.13
10/31/1997 12:00:00 AM,22.24,30.9,22.24,29.6
11/7/1997 12:00:00 AM,38.79,41.17,30.64,30.64
11/14/1997 12:00:00 AM,32.15,32.15,25.38,28.65
11/21/1997 12:00:00 AM,36.23,43.18,34.31,43.18
11/28/1997 12:00:00 AM,36.77,43.47,36.77,43.47
12/5/1997 12:00:00 AM,50.17,56.88,50.17,56.88
12/12/1997 12:00:00 AM,58.83,58.83,47.33,47.41
12/19/1997 12:00:00 AM,49.08,53.75,46.69,46.69
12/26/1997 12:00:00 AM,48.63,48.63,47.22,47.22
1/2/1998 12:00:00 AM,50.15,61.49,50.15,61.49
1/9/1998 12:00:00 AM,62.73,62.73,39.44,39.44
1/16/1998 12:00:00 AM,38.34,51.22,38.34,51.22
1/23/1998 12:00:00 AM,57.68,57.68,48.68,48.68
1/30/1998 12:00:00 AM,47.13,56.17,47.13,55.78
2/6/1998 12:00:00 AM,62.45,70.29,62.45,70.29
2/13/1998 12:00:00 AM,70.1,72.93,70.1,70.6
2/20/1998 12:00:00 AM,70.06,70.94,68.76,68.76
2/27/1998 12:00:00 AM,68.31,72.1,66.1,72.1
3/6/1998 12:00:00 AM,72.27,72.3,65.29,70.34
3/13/1998 12:00:00 AM,68.48,71.01,68.48,69.16
3/20/1998 12:00:00 AM,69.44,69.44,67.8,68.97
3/27/1998 12:00:00 AM,68.42,70.05,67.43,67.43
4/3/1998 12:00:00 AM,65.15,70.02,65.15,69.77
4/9/1998 12:00:00 AM,67.19,67.19,60.69,63.27
4/17/1998 12:00:00 AM,60.33,63.2,58,61.63
4/24/1998 12:00:00 AM,59.98,60.53,46.93,46.93
5/1/1998 12:00:00 AM,32.48,50.53,32.48,50.53
5/8/1998 12:00:00 AM,51.01,51.01,41.13,43.9
5/15/1998 12:00:00 AM,42.25,42.25,35.61,35.61
5/22/1998 12:00:00 AM,31.25,34.09,30.98,30.98
5/29/1998 12:00:00 AM,26.66,28.89,21.92,28.89
6/5/1998 12:00:00 AM,28.65,35.45,28.65,35.45
6/12/1998 12:00:00 AM,37.28,37.5,28.57,28.57
6/19/1998 12:00:00 AM,24.9,32.4,24.9,29.86
6/26/1998 12:00:00 AM,31.44,38.53,31.44,38.53
7/2/1998 12:00:00 AM,41.7,51.15,41.7,51.15
7/10/1998 12:00:00 AM,53.74,56.19,53.74,55.06
7/17/1998 12:00:00 AM,53.51,57.42,53.51,57.4
7/24/1998 12:00:00 AM,56.29,56.29,38.35,38.35
7/31/1998 12:00:00 AM,34.31,34.31,28.3,28.3
8/7/1998 12:00:00 AM,24.41,24.41,16.54,20.94
8/14/1998 12:00:00 AM,19.58,19.58,15.44,17.29
8/21/1998 12:00:00 AM,19.72,23.59,19.09,19.09
8/28/1998 12:00:00 AM,20.23,20.23,12.09,12.09
9/4/1998 12:00:00 AM,8.47,11.04,8.47,11.04
9/11/1998 12:00:00 AM,15.81,16.93,14.35,16.93
9/18/1998 12:00:00 AM,20.44,27.13,20.44,27.13
9/25/1998 12:00:00 AM,27.34,42.37,27.34,40.24
10/2/1998 12:00:00 AM,42.97,43.24,32.61,34.78
10/9/1998 12:00:00 AM,30.1,30.1,23.1,26.05
10/16/1998 12:00:00 AM,29.74,50.17,28.94,50.17
10/23/1998 12:00:00 AM,56.46,67.7,56.46,67.68
10/30/1998 12:00:00 AM,69.58,75.01,67.57,75.01
11/6/1998 12:00:00 AM,79.99,83.76,79.99,83.76
11/13/1998 12:00:00 AM,81.32,81.32,75.89,75.89
11/20/1998 12:00:00 AM,74.65,74.65,73.46,74.35
11/27/1998 12:00:00 AM,74.53,74.53,73.65,74.41
12/4/1998 12:00:00 AM,70.75,70.75,63.69,65.59
12/11/1998 12:00:00 AM,65.23,65.23,49.77,49.77
12/18/1998 12:00:00 AM,41.35,44.33,41.35,44.33
12/24/1998 12:00:00 AM,45.7,46.62,43.18,46.62
12/31/1998 12:00:00 AM,44.96,55.01,44.96,55.01
1/8/1999 12:00:00 AM,56.81,63.69,56.81,60.76
1/15/1999 12:00:00 AM,57.16,57.16,39.94,46.92
1/22/1999 12:00:00 AM,46.79,46.79,40.58,40.58
1/29/1999 12:00:00 AM,41.13,41.86,39.2,41.49
2/5/1999 12:00:00 AM,41.25,41.25,36.96,36.96
2/12/1999 12:00:00 AM,36.43,36.43,28.64,28.64
2/19/1999 12:00:00 AM,28.79,28.99,26.64,28.99
2/26/1999 12:00:00 AM,34.33,34.33,28.48,28.95
3/5/1999 12:00:00 AM,27.91,37.37,27.91,37.37
3/12/1999 12:00:00 AM,38.07,43.98,38.07,43.98
3/19/1999 12:00:00 AM,45.12,45.12,43.61,43.91
3/26/1999 12:00:00 AM,41.58,41.67,37.03,41.67
4/1/1999 12:00:00 AM,43.6,43.6,41.95,42.79
4/9/1999 12:00:00 AM,45.08,48.49,42.91,48.49
4/16/1999 12:00:00 AM,51.97,63.06,51.68,63.06
4/23/1999 12:00:00 AM,63.86,69.57,63.69,69.57
4/30/1999 12:00:00 AM,69.26,71.2,69.26,70.47
5/7/1999 12:00:00 AM,73.69,73.81,72.84,73.81
5/14/1999 12:00:00 AM,74.82,76.68,71.09,71.09
5/21/1999 12:00:00 AM,68.59,69.02,67.92,68.93
5/28/1999 12:00:00 AM,63.7,63.7,53.49,56.26
6/4/1999 12:00:00 AM,56.73,56.73,54.22,56.04
6/11/1999 12:00:00 AM,57.97,57.97,47.73,47.73
6/18/1999 12:00:00 AM,46.26,53.91,46.26,53.91
6/25/1999 12:00:00 AM,52.73,52.73,43.36,43.7
7/2/1999 12:00:00 AM,46.37,59.33,46.37,59.33
7/9/1999 12:00:00 AM,59.03,59.33,56.08,59.33
7/16/1999 12:00:00 AM,59.15,60.37,57.21,60.37
7/23/1999 12:00:00 AM,57.28,57.28,46.7,46.7
7/30/1999 12:00:00 AM,42.36,43.71,37.35,37.87
8/6/1999 12:00:00 AM,37,37,27.85,27.85
8/13/1999 12:00:00 AM,26.34,28.49,23,28.49
8/20/1999 12:00:00 AM,28.43,31.39,28.07,31.39
8/27/1999 12:00:00 AM,34.69,34.69,30.58,30.58
9/3/1999 12:00:00 AM,25.5,33.62,25.5,33.62
9/10/1999 12:00:00 AM,33.82,37.16,32.87,37.16
9/17/1999 12:00:00 AM,35.75,35.75,29.39,32.03
9/24/1999 12:00:00 AM,30.97,30.97,20.6,20.6
10/1/1999 12:00:00 AM,23.38,28.22,21.19,25.92
10/8/1999 12:00:00 AM,30.08,32.16,28.89,32.16
10/15/1999 12:00:00 AM,31.93,31.93,18.3,18.3
10/22/1999 12:00:00 AM,17.62,27.02,17.62,27.02
10/29/1999 12:00:00 AM,26.44,40.48,26.02,40.48
11/5/1999 12:00:00 AM,41.42,48.57,41.42,48.57
11/12/1999 12:00:00 AM,49.1,49.62,47.34,49.62
11/19/1999 12:00:00 AM,51.62,55.04,51.62,52.15
11/26/1999 12:00:00 AM,48.96,48.96,43.4,44.01
12/3/1999 12:00:00 AM,41.16,44.21,40.86,44.21
12/10/1999 12:00:00 AM,42.08,42.08,36.98,37.46
12/17/1999 12:00:00 AM,36.57,36.57,34.56,36.15
12/23/1999 12:00:00 AM,35.12,40.44,35.12,40.44
12/31/1999 12:00:00 AM,39.76,51.07,39.76,51.07
1/7/2000 12:00:00 AM,43.94,52.68,37.13,52.68
1/14/2000 12:00:00 AM,54.92,54.92,50,54.58
1/21/2000 12:00:00 AM,53.37,54.67,51.15,51.15
1/28/2000 12:00:00 AM,47.27,48.42,43.9,43.9
2/4/2000 12:00:00 AM,43.59,51.72,43.59,51.72
2/11/2000 12:00:00 AM,50.21,50.32,42.98,42.98
2/18/2000 12:00:00 AM,42.86,43.55,37.73,37.73
2/25/2000 12:00:00 AM,36.87,36.87,32.21,32.21
3/3/2000 12:00:00 AM,32.1,37.77,32.1,37.77
3/10/2000 12:00:00 AM,35.06,35.49,32.79,34.69
3/17/2000 12:00:00 AM,32,54.16,31.75,52.44
3/24/2000 12:00:00 AM,50.61,57.89,50.61,57.89
3/31/2000 12:00:00 AM,56.7,62.4,55.3,62.4
4/7/2000 12:00:00 AM,62.34,65.73,59.44,65.73
4/14/2000 12:00:00 AM,64.26,64.26,49.06,49.06
4/20/2000 12:00:00 AM,46.73,53.07,46.73,53.07
4/28/2000 12:00:00 AM,51.79,57.85,51.79,57.85
5/5/2000 12:00:00 AM,61.37,61.37,52.95,55.54
5/12/2000 12:00:00 AM,53.32,53.32,47.43,52.06
5/19/2000 12:00:00 AM,54.63,56.22,46.62,46.62
5/26/2000 12:00:00 AM,44.84,44.84,41.14,41.28
6/2/2000 12:00:00 AM,46.53,62.09,46.53,62.09
6/9/2000 12:00:00 AM,59.58,61.56,59.58,61.56
6/16/2000 12:00:00 AM,61.33,63.72,59.68,59.68
6/23/2000 12:00:00 AM,60.05,60.05,52.09,52.09
6/30/2000 12:00:00 AM,51.92,56.36,51.92,52.05
7/7/2000 12:00:00 AM,56.82,60.29,56.26,60.29
7/14/2000 12:00:00 AM,61.6,64.41,61.6,64.41
7/21/2000 12:00:00 AM,62.93,62.93,58.27,58.27
7/28/2000 12:00:00 AM,54.96,55.81,49.13,49.13
8/4/2000 12:00:00 AM,51.23,57.65,51.23,57.65
8/11/2000 12:00:00 AM,60.1,63.96,60.1,63.96
8/18/2000 12:00:00 AM,67.06,67.06,65.27,65.4
8/25/2000 12:00:00 AM,64.12,64.12,60.85,61.1
9/1/2000 12:00:00 AM,59.83,63.04,58.75,63.04
9/8/2000 12:00:00 AM,62.51,63.59,62.51,62.9
9/15/2000 12:00:00 AM,62.66,62.66,55.99,55.99
9/22/2000 12:00:00 AM,47.94,48.04,43,43.02
9/29/2000 12:00:00 AM,41.38,43.22,39.11,43.18
10/6/2000 12:00:00 AM,40.92,40.92,33.85,33.85
10/13/2000 12:00:00 AM,33.91,33.91,24.87,26.79
10/20/2000 12:00:00 AM,27.37,28.11,23.18,28.11
10/27/2000 12:00:00 AM,27.98,32.5,27.3,32.5
11/3/2000 12:00:00 AM,37.52,47.64,37.52,47.63
11/10/2000 12:00:00 AM,49.25,50.04,43.79,43.79
11/17/2000 12:00:00 AM,41.4,49.48,41.4,48.17
11/24/2000 12:00:00 AM,45.27,46.04,42.24,46.04
12/1/2000 12:00:00 AM,46.9,46.9,42.37,46.25
12/8/2000 12:00:00 AM,47.06,56.21,47.06,56.21
12/15/2000 12:00:00 AM,59.02,59.02,51.52,51.52
12/22/2000 12:00:00 AM,56.53,57.48,49.52,57.48
12/29/2000 12:00:00 AM,59.19,67.44,59.19,67.44
1/5/2001 12:00:00 AM,64.66,72.7,64.66,65.89
1/12/2001 12:00:00 AM,67.51,71.93,67.51,71.93
1/19/2001 12:00:00 AM,73.85,73.85,69.58,69.58
1/26/2001 12:00:00 AM,71.17,76.85,71.17,75.01
2/2/2001 12:00:00 AM,75.73,78.18,75.73,76.23
2/9/2001 12:00:00 AM,77.22,77.22,73.6,73.6
2/16/2001 12:00:00 AM,77.65,77.65,68.24,68.24
2/23/2001 12:00:00 AM,64.95,64.95,51.58,51.58
3/2/2001 12:00:00 AM,57.41,57.41,53.08,56.66
3/9/2001 12:00:00 AM,56.14,60.42,55.54,55.54
3/16/2001 12:00:00 AM,45.8,45.8,27.53,27.53
3/23/2001 12:00:00 AM,34.33,34.33,20.54,22.48
3/30/2001 12:00:00 AM,26.1,32.12,24.31,32.12
4/6/2001 12:00:00 AM,29.15,32.47,23.69,27.23
4/12/2001 12:00:00 AM,31.75,37.23,31.75,36.39
4/20/2001 12:00:00 AM,36.39,52.08,36.39,48.9
4/27/2001 12:00:00 AM,48.14,64,48.14,64
5/4/2001 12:00:00 AM,64.91,69.46,64.79,69.46
5/11/2001 12:00:00 AM,68.66,73.05,68.66,70.52
5/18/2001 12:00:00 AM,71.46,78.64,71.46,78.64
5/25/2001 12:00:00 AM,80.28,80.33,75.87,75.87
6/1/2001 12:00:00 AM,73.9,73.9,69.2,72.53
6/8/2001 12:00:00 AM,75.27,78.01,71.72,71.72
6/15/2001 12:00:00 AM,68.17,68.17,53.9,53.9
6/22/2001 12:00:00 AM,50.68,53.15,49.38,49.73
6/29/2001 12:00:00 AM,46.87,55.78,46.87,55.78
7/6/2001 12:00:00 AM,56.62,56.62,48.49,48.49
7/13/2001 12:00:00 AM,48.53,48.53,42.65,48.37
7/20/2001 12:00:00 AM,45.97,49.44,45.97,48.45
7/27/2001 12:00:00 AM,46.08,47.89,40.21,47.89
8/3/2001 12:00:00 AM,47.99,54.27,47.99,53
8/10/2001 12:00:00 AM,49.27,52.82,47.97,52.82
8/17/2001 12:00:00 AM,53.57,58.26,53.57,54.03
8/24/2001 12:00:00 AM,55.11,58.5,53.36,58.5
8/31/2001 12:00:00 AM,56.97,56.97,46.49,46.93
9/7/2001 12:00:00 AM,48.75,48.75,34.04,34.04
9/10/2001 12:00:00 AM,30.83,30.83,30.83,30.83
9/21/2001 12:00:00 AM,21.05,21.05,6.81,6.81
9/28/2001 12:00:00 AM,9.15,18.27,9.15,18.27
10/5/2001 12:00:00 AM,18.24,25.94,18.24,25.94
10/12/2001 12:00:00 AM,24.42,34.97,23.83,31.17
10/19/2001 12:00:00 AM,31.59,36.33,28.67,31.93
10/26/2001 12:00:00 AM,35.9,46.69,35.9,46.69
11/2/2001 12:00:00 AM,40.59,53.33,36.54,53.33
11/9/2001 12:00:00 AM,58.35,65.76,58.35,65.76
11/16/2001 12:00:00 AM,66.86,72.25,66.86,70.77
11/23/2001 12:00:00 AM,70.75,71.46,68.49,71.09
11/30/2001 12:00:00 AM,70.58,70.58,64.3,66.52
12/7/2001 12:00:00 AM,64.11,70.62,64.11,69.75
12/14/2001 12:00:00 AM,64.18,64.18,57.78,59.69
12/21/2001 12:00:00 AM,62.36,64.31,60.4,64.11
12/28/2001 12:00:00 AM,65.36,70.43,65.36,70.43
1/4/2002 12:00:00 AM,69.76,76.07,69.76,76.07
1/11/2002 12:00:00 AM,74.36,74.36,67.09,67.09
1/18/2002 12:00:00 AM,63.33,66.78,59.22,59.22
1/25/2002 12:00:00 AM,56.48,61.75,56.48,61.75
2/1/2002 12:00:00 AM,61.18,61.89,53.83,60.09
2/8/2002 12:00:00 AM,52.72,52.72,46.66,52.47
2/15/2002 12:00:00 AM,57.36,59.53,56.53,58.2
2/22/2002 12:00:00 AM,51.7,56.14,50.74,56.14
3/1/2002 12:00:00 AM,60,67.07,59.67,67.07
3/8/2002 12:00:00 AM,72.7,75.72,71.68,73.61
3/15/2002 12:00:00 AM,73.8,74.33,72.15,74.33
3/22/2002 12:00:00 AM,75.07,75.2,71.12,71.12
3/28/2002 12:00:00 AM,66.5,72.42,66.5,72.42
4/5/2002 12:00:00 AM,70.57,70.57,65.27,68.2
4/12/2002 12:00:00 AM,69.02,71.99,65.91,68.81
4/19/2002 12:00:00 AM,66.54,73.12,66.54,69.93
4/26/2002 12:00:00 AM,64.97,64.97,56.51,56.51
5/3/2002 12:00:00 AM,54.52,64.24,54.52,64.01
5/10/2002 12:00:00 AM,58.34,61.47,49.92,49.92
5/17/2002 12:00:00 AM,54.33,61.87,54.33,60.57
5/24/2002 12:00:00 AM,57.21,57.21,51.11,51.29
5/31/2002 12:00:00 AM,49.3,49.3,45.86,46.5
6/7/2002 12:00:00 AM,38.46,38.46,31.98,34.66
6/14/2002 12:00:00 AM,34.46,34.46,27.16,27.16
6/21/2002 12:00:00 AM,33.36,34.06,30.76,30.96
6/28/2002 12:00:00 AM,28.2,36.65,25.52,36.65
7/5/2002 12:00:00 AM,31.53,31.53,21.79,29.03
7/12/2002 12:00:00 AM,27.61,27.61,16.47,16.47
7/19/2002 12:00:00 AM,14.45,15.04,11.57,11.57
7/26/2002 12:00:00 AM,9.79,10.71,7.72,10.71
8/2/2002 12:00:00 AM,20.96,23.28,16.51,16.51
8/9/2002 12:00:00 AM,13.57,31.33,13.57,31.33
8/16/2002 12:00:00 AM,31.31,41.78,26.46,41.78
8/23/2002 12:00:00 AM,49.4,59.43,46.07,52.52
8/30/2002 12:00:00 AM,59.35,59.35,47.98,54.81
9/6/2002 12:00:00 AM,40.9,54.28,40.9,54.28
9/13/2002 12:00:00 AM,56.74,60.49,51.64,53.76
9/20/2002 12:00:00 AM,52.89,52.89,31.9,31.9
9/27/2002 12:00:00 AM,26.86,33.95,22.53,27.3
10/4/2002 12:00:00 AM,27.11,34.42,21.3,21.3
10/11/2002 12:00:00 AM,17.52,17.52,12.68,17.02
10/18/2002 12:00:00 AM,17.84,34.2,17.84,34.2
10/25/2002 12:00:00 AM,40.71,44.9,34.45,44.9
11/1/2002 12:00:00 AM,42.88,53.99,40.9,53.99
11/8/2002 12:00:00 AM,57.36,62.31,54.25,54.25
11/15/2002 12:00:00 AM,48.14,62.13,48.14,62.13
11/22/2002 12:00:00 AM,58.77,68.44,58.07,68.44
11/29/2002 12:00:00 AM,68.29,71.65,63.84,71.65
12/6/2002 12:00:00 AM,72.35,72.35,68.6,70.35
12/13/2002 12:00:00 AM,61.34,67.08,56.95,56.95
12/20/2002 12:00:00 AM,65.24,65.24,51.5,56.94
12/27/2002 12:00:00 AM,56.61,56.81,50.68,50.68
1/3/2003 12:00:00 AM,52.68,69.56,52.68,68.96
1/10/2003 12:00:00 AM,76,76,61.66,66.36
1/17/2003 12:00:00 AM,63.66,64.78,53.42,53.42
1/24/2003 12:00:00 AM,44.96,45.03,36.43,36.43
1/31/2003 12:00:00 AM,29.61,37.14,29.61,37.14
2/7/2003 12:00:00 AM,36.8,36.8,28.43,28.43
2/14/2003 12:00:00 AM,31.3,31.3,23.76,26.49
2/21/2003 12:00:00 AM,31.78,36.49,30.21,36.49
2/28/2003 12:00:00 AM,31.82,37.05,31.62,37.05
3/7/2003 12:00:00 AM,37.11,37.11,33.1,34.25
3/14/2003 12:00:00 AM,29.34,34.5,27.16,34.21
3/21/2003 12:00:00 AM,48.3,63.62,48.3,63.62
3/28/2003 12:00:00 AM,51.6,59.48,51.6,59.48
4/4/2003 12:00:00 AM,54.6,70.29,54.6,67.54
4/11/2003 12:00:00 AM,68.89,68.96,66.42,67.02
4/17/2003 12:00:00 AM,73.65,77.97,72.98,77.97
4/25/2003 12:00:00 AM,77.81,83.91,77.81,77.96
5/2/2003 12:00:00 AM,83.76,87.24,82.94,87.24
5/9/2003 12:00:00 AM,88.11,89.18,86.38,89.18
5/16/2003 12:00:00 AM,90.35,90.35,85.23,85.23
5/23/2003 12:00:00 AM,80.53,83.65,79.94,83.65
5/30/2003 12:00:00 AM,86.43,89.03,85.91,89.03
6/6/2003 12:00:00 AM,90.56,92.65,90.27,91.26
6/13/2003 12:00:00 AM,88.87,91.43,87.56,87.56
6/20/2003 12:00:00 AM,91.31,91.31,81.07,81.07
6/27/2003 12:00:00 AM,72.93,74.14,71.45,71.45
7/3/2003 12:00:00 AM,69.38,78.32,69.38,74.9
7/11/2003 12:00:00 AM,77.55,77.55,67.1,69.09
7/18/2003 12:00:00 AM,70.55,70.55,52.98,56.59
7/25/2003 12:00:00 AM,49.49,56.06,49.49,56.06
8/1/2003 12:00:00 AM,56.77,56.77,45.94,45.94
8/8/2003 12:00:00 AM,43.67,43.67,38.36,42.76
8/15/2003 12:00:00 AM,45.21,53.9,45.21,53.9
8/22/2003 12:00:00 AM,57.64,64.28,57.64,57.75
8/29/2003 12:00:00 AM,56.18,64.45,56.18,64.45
9/5/2003 12:00:00 AM,71.03,73.24,71.03,72.66
9/12/2003 12:00:00 AM,77.4,77.4,67.76,74.11
9/19/2003 12:00:00 AM,71.94,80.2,71.94,80.2
9/26/2003 12:00:00 AM,73.76,76.32,55.03,55.03
10/3/2003 12:00:00 AM,60.56,78.16,58.74,78.16
10/10/2003 12:00:00 AM,79.22,80.36,77.97,79
10/17/2003 12:00:00 AM,82.47,82.55,73.14,73.14
10/24/2003 12:00:00 AM,73.74,74.33,62.03,62.03
10/31/2003 12:00:00 AM,66.15,72.08,66.15,71.88
11/7/2003 12:00:00 AM,75.69,75.69,74.49,75.6
11/14/2003 12:00:00 AM,70.45,74.32,67.42,70.63
11/21/2003 12:00:00 AM,65.09,65.09,60.06,62.18
11/28/2003 12:00:00 AM,70.14,75.53,70.14,75.53
12/5/2003 12:00:00 AM,79.52,79.52,74.98,74.98
12/12/2003 12:00:00 AM,77.2,77.2,68.7,77.06
12/19/2003 12:00:00 AM,71.83,78.19,71.83,77.71
12/26/2003 12:00:00 AM,79.17,80.75,79.17,80.75
1/2/2004 12:00:00 AM,84.82,85.74,83.48,83.48
1/9/2004 12:00:00 AM,84.66,86.15,84.05,84.05
1/16/2004 12:00:00 AM,84.53,85.1,83.21,83.21
1/23/2004 12:00:00 AM,84.83,86.28,84.83,84.9
1/30/2004 12:00:00 AM,85.1,85.1,69.6,69.6
2/6/2004 12:00:00 AM,68.96,70.92,60.14,70.92
2/13/2004 12:00:00 AM,72.05,78.21,70.75,70.75
2/20/2004 12:00:00 AM,76.4,76.4,62.28,62.28
2/27/2004 12:00:00 AM,57.18,63.97,55.68,63.97
3/5/2004 12:00:00 AM,70.75,71.21,66.24,71.21
3/12/2004 12:00:00 AM,67.67,67.67,43.88,51.3
3/19/2004 12:00:00 AM,42,52.61,42,48.42
3/26/2004 12:00:00 AM,38.63,43.12,35.14,43.12
4/2/2004 12:00:00 AM,50.82,64.13,50.82,63.88
4/8/2004 12:00:00 AM,60.75,60.75,52.09,52.09
4/16/2004 12:00:00 AM,54.25,54.25,37.6,42.91
4/23/2004 12:00:00 AM,43.6,47.89,37.37,45.44
4/30/2004 12:00:00 AM,43.62,44.97,27.08,27.08
5/7/2004 12:00:00 AM,30.65,33.69,19.69,19.69
5/14/2004 12:00:00 AM,13.26,17.41,13.26,16.65
5/21/2004 12:00:00 AM,12.68,18.16,12.68,18.16
5/28/2004 12:00:00 AM,22.68,41.37,22.68,41.37
6/4/2004 12:00:00 AM,43.28,47.12,41.14,47.12
6/10/2004 12:00:00 AM,61.94,61.94,53.61,56.76
6/18/2004 12:00:00 AM,43.3,61.72,43.3,61.72
6/25/2004 12:00:00 AM,61.44,71.46,61.44,71.46
7/2/2004 12:00:00 AM,70.11,77.79,70.11,77.3
7/9/2004 12:00:00 AM,72.33,73.52,66.76,69.76
7/16/2004 12:00:00 AM,69.85,69.85,63.31,63.31
7/23/2004 12:00:00 AM,63.06,64.64,43.67,43.67
7/30/2004 12:00:00 AM,37.97,51.3,37.97,51.3
8/6/2004 12:00:00 AM,53.89,53.89,34.47,34.47
8/13/2004 12:00:00 AM,35.09,41.36,34.58,35.71
8/20/2004 12:00:00 AM,43.69,57.34,43.69,57.34
8/27/2004 12:00:00 AM,53.01,62.05,53.01,62.05
9/3/2004 12:00:00 AM,57.57,74.27,57.57,72.68
9/10/2004 12:00:00 AM,77.35,79.61,75.1,79.61
9/17/2004 12:00:00 AM,81.26,82.59,77.31,82.41
9/24/2004 12:00:00 AM,79.39,82.53,72.99,73.47
10/1/2004 12:00:00 AM,67.5,83.82,67.5,83.82
10/8/2004 12:00:00 AM,83.85,84.02,75.93,75.93
10/15/2004 12:00:00 AM,75.86,75.86,58.83,62.16
10/22/2004 12:00:00 AM,62.44,62.44,56.29,56.44
10/29/2004 12:00:00 AM,56.76,69.44,56.76,69.44
11/5/2004 12:00:00 AM,70.15,80.93,69.5,75.64
11/12/2004 12:00:00 AM,70.23,79.59,70.23,79.59
11/19/2004 12:00:00 AM,78.52,80.1,75.9,75.9
